ResortName,RoomID,ArrivalDate,ResStatus,Roomtype_Holi,No_of_days_holidayed
Delhi,1264,3/17/2013,Cancelled,HU,4
Delhi,1265,1/26/2013,Cancelled,STU,2
Delhi,1266,1/26/2013,Cancelled,STU,2
Delhi,1267,1/26/2013,Cancelled,HU,2
Delhi,1268,1/2/2013,Confirmed,1BR,3
Delhi,1269,1/2/2013,Confirmed,1BR,3
Delhi,1273,3/14/2013,Confirmed,1BR,3
Delhi,1303,1/27/2013,Cancelled,STU,3
Delhi,1304,1/27/2013,Cancelled,STU,3
Delhi,1305,1/27/2013,Cancelled,STU,3
Delhi,1306,2/27/2013,Confirmed,STU,3
Delhi,1307,1/29/2013,Cancelled,STU,5
Delhi,1323,1/4/2013,Cancelled,1BR,3
Delhi,1327,2/14/2013,Cancelled,STU,3
Delhi,1328,1/1/2013,Cancelled,HU,4
Delhi,1331,1/26/2013,Confirmed,STU,2
Delhi,1333,1/2/2013,Confirmed,1BR,3
Delhi,1337,2/27/2013,Cancelled,1BR,3
Delhi,1341,3/17/2013,Confirmed,HU,4
Delhi,1342,3/17/2013,Confirmed,STU,4
Delhi,1371,1/29/2013,Cancelled,HU,4
Delhi,1372,3/17/2013,Cancelled,STU,3
Delhi,1373,3/28/2013,Confirmed,1BR,3
Delhi,1383,2/2/2013,Confirmed,STU,2
Delhi,1390,1/18/2013,Confirmed,STU,2
Delhi,1403,1/1/2013,Confirmed,1BR,3
Delhi,1404,1/1/2013,Confirmed,1BR,3
Delhi,1413,3/26/2013,Cancelled,STU,4
Delhi,1414,3/26/2013,Cancelled,STU,4
Delhi,1415,3/30/2013,Cancelled,1BR,5
Delhi,1439,3/20/2013,Cancelled,1BR,3
Delhi,1452,1/12/2013,Cancelled,1BR,3
Delhi,1462,1/24/2013,Confirmed,STU,2
Delhi,1466,1/2/2013,Confirmed,STU,3
Delhi,1467,1/2/2013,Confirmed,STU,3
Delhi,1480,1/4/2013,Cancelled,1BR,3
Delhi,1481,3/23/2013,Cancelled,1BR,6
Delhi,1488,1/2/2013,Confirmed,STU,3
Delhi,1494,2/3/2013,Confirmed,HU,2
Delhi,1495,2/3/2013,Confirmed,HU,2
Delhi,1502,1/31/2013,Confirmed,STU,2
Delhi,1505,1/23/2013,Cancelled,STU,2
Delhi,1507,1/26/2013,Confirmed,1BR,5
Delhi,1508,1/26/2013,Confirmed,1BR,5
Delhi,1517,3/13/2013,Cancelled,STU,3
Delhi,1522,1/24/2013,No Show,1BR,2
Delhi,1523,1/12/2013,Cancelled,1BR,6
Delhi,1524,1/17/2013,Confirmed,1BR,2
Delhi,1526,1/1/2013,Cancelled,HU,3
Delhi,1527,1/1/2013,Cancelled,HU,3
Delhi,1532,1/2/2013,Confirmed,STU,3
Delhi,1534,2/28/2013,Confirmed,STU,3
Delhi,1539,3/27/2013,Confirmed,STU,2
Delhi,1540,3/27/2013,Confirmed,STU,2
Delhi,1550,1/14/2013,Cancelled,1BR,3
Delhi,1555,1/17/2013,Confirmed,1BR,2
Delhi,1557,1/23/2013,Cancelled,STU,3
Delhi,1558,3/24/2013,Confirmed,STU,2
Delhi,1559,1/30/2013,Cancelled,1BR,3
Delhi,1560,1/30/2013,Cancelled,1BR,3
Delhi,1567,1/25/2013,Cancelled,1BR,2
Delhi,1571,3/24/2013,Confirmed,1BR,2
Delhi,1572,3/15/2013,Confirmed,STU,2
Delhi,1573,3/15/2013,Confirmed,1BR,2
Delhi,1579,1/25/2013,Cancelled,STU,3
Delhi,1580,1/25/2013,Cancelled,STU,3
Delhi,1581,1/12/2013,Confirmed,1BR,2
Delhi,1582,1/12/2013,Confirmed,HU,2
Delhi,1587,1/24/2013,Confirmed,1BR,2
Delhi,1591,2/14/2013,Cancelled,1BR,3
Delhi,1592,3/20/2013,Confirmed,STU,3
Delhi,1593,3/19/2013,Cancelled,1BR,2
Delhi,1594,3/17/2013,Cancelled,1BR,3
Delhi,1601,3/9/2013,Confirmed,1BR,2
Delhi,1609,1/2/2013,Confirmed,HU,3
Delhi,1610,1/2/2013,Confirmed,HU,3
Delhi,1611,1/31/2013,Confirmed,STU,1
Delhi,1612,1/31/2013,Confirmed,STU,1
Delhi,1613,1/31/2013,Confirmed,STU,1
Delhi,1614,1/31/2013,Confirmed,STU,1
Delhi,1615,1/31/2013,Confirmed,STU,1
Delhi,1616,1/31/2013,Confirmed,STU,1
Delhi,1617,1/31/2013,Confirmed,STU,1
Delhi,1619,1/26/2013,Cancelled,HU,2
Delhi,1622,3/16/2013,Confirmed,STU,1
Delhi,1626,1/26/2013,Cancelled,HU,2
Delhi,1630,1/13/2013,Cancelled,STU,5
Delhi,1631,1/13/2013,Cancelled,STU,5
Delhi,1636,1/2/2013,Cancelled,STU,2
Delhi,1637,1/2/2013,Cancelled,STU,2
Delhi,1645,3/29/2013,Cancelled,STU,3
Delhi,1646,1/18/2013,Cancelled,1BR,2
Delhi,1647,1/21/2013,Cancelled,STU,3
Delhi,1650,3/29/2013,Cancelled,1BR,3
Delhi,1651,3/29/2013,Cancelled,1BR,3
Delhi,1655,3/11/2013,Cancelled,1BR,3
Delhi,1656,3/11/2013,Cancelled,1BR,3
Delhi,1665,1/12/2013,Cancelled,1BR,3
Delhi,1666,1/12/2013,Cancelled,1BR,3
Delhi,1667,3/1/2013,Confirmed,STU,2
Delhi,1668,3/1/2013,Confirmed,1BR,2
Delhi,1669,3/1/2013,Confirmed,STU,2
Delhi,1671,3/25/2013,Cancelled,1BR,7
Delhi,1672,3/28/2013,Cancelled,1BR,7
Delhi,1675,1/4/2013,Confirmed,HU,3
Delhi,1676,1/4/2013,Confirmed,HU,3
Delhi,1677,1/4/2013,Confirmed,HU,3
Delhi,1690,3/26/2013,Cancelled,STU,4
Delhi,1695,1/3/2013,Confirmed,1BR,2
Delhi,1710,2/5/2013,Confirmed,1BR,3
Delhi,1711,2/5/2013,Confirmed,STU,3
Delhi,1715,1/3/2013,Cancelled,1BR,3
Delhi,1722,1/25/2013,Cancelled,STU,2
Delhi,1731,1/2/2013,Cancelled,STU,4
Delhi,1732,1/3/2013,Confirmed,STU,3
Delhi,1733,2/21/2013,Cancelled,1BR,4
Delhi,1735,3/18/2013,Cancelled,1BR,3
Delhi,1736,2/28/2013,Confirmed,STU,2
Delhi,1745,1/28/2013,Cancelled,1BR,2
Delhi,1746,1/28/2013,Cancelled,HU,2
Delhi,1747,1/28/2013,Cancelled,HU,2
Delhi,1748,2/1/2013,Cancelled,1BR,7
Delhi,1749,2/1/2013,Cancelled,1BR,7
Delhi,1755,2/2/2013,Cancelled,STU,2
Delhi,1756,2/2/2013,Cancelled,STU,2
Delhi,1770,1/7/2013,Confirmed,HU,4
Delhi,1771,1/7/2013,Confirmed,HU,4
Delhi,1772,1/11/2013,Cancelled,1BR,3
Delhi,1773,1/11/2013,Cancelled,STU,3
Delhi,1774,1/11/2013,Cancelled,STU,3
Delhi,1775,1/7/2013,Confirmed,HU,4
Delhi,1777,1/7/2013,Cancelled,STU,2
Delhi,1779,1/7/2013,Cancelled,1BR,4
Delhi,1780,4/7/2013,Confirmed,STU,3
Delhi,1785,4/6/2013,Confirmed,1BR,4
Delhi,1786,3/25/2013,Cancelled,STU,3
Delhi,1787,3/25/2013,Cancelled,HU,3
Delhi,1788,4/25/2013,Cancelled,1BR,3
Delhi,1801,2/21/2013,Cancelled,STU,3
Delhi,1802,3/15/2013,Confirmed,1BR,4
Delhi,1803,2/1/2013,Cancelled,1BR,2
Delhi,1806,3/27/2013,Cancelled,STU,3
Delhi,1810,2/26/2013,Confirmed,1BR,4
Delhi,1816,1/19/2013,Cancelled,STU,2
Delhi,1820,4/30/2013,Cancelled,1BR,4
Delhi,1821,2/18/2013,Cancelled,1BR,6
Delhi,1829,3/16/2013,Confirmed,STU,3
Delhi,1830,1/5/2013,Cancelled,1BR,7
Delhi,1831,2/2/2013,Cancelled,HU,2
Delhi,1832,2/2/2013,Cancelled,HU,2
Delhi,1833,4/21/2013,Confirmed,STU,3
Delhi,1834,4/28/2013,Cancelled,STU,3
Delhi,1835,4/7/2013,Cancelled,STU,3
Delhi,1836,1/15/2013,Confirmed,STU,2
Delhi,1837,4/28/2013,Cancelled,1BR,4
Delhi,1838,1/5/2013,Cancelled,STU,5
Delhi,1839,3/20/2013,Confirmed,STU,2
Delhi,1840,3/20/2013,Confirmed,STU,2
Delhi,1841,3/11/2013,Cancelled,STU,2
Delhi,1842,3/10/2013,Cancelled,STU,2
Delhi,1843,3/10/2013,Cancelled,STU,2
Delhi,1844,2/2/2013,Confirmed,STU,2
Delhi,1845,3/23/2013,Cancelled,STU,4
Delhi,1848,1/2/2013,Confirmed,HU,3
Delhi,1849,1/2/2013,Confirmed,HU,3
Delhi,1850,1/4/2013,Confirmed,HU,3
Delhi,1854,4/30/2013,Cancelled,1BR,5
Delhi,1861,3/20/2013,Confirmed,STU,2
Delhi,1862,4/15/2013,Confirmed,1BR,3
Delhi,1863,4/7/2013,Cancelled,STU,3
Delhi,1864,4/7/2013,Cancelled,STU,3
Delhi,1865,3/11/2013,Cancelled,STU,2
Delhi,1866,1/2/2013,Confirmed,STU,2
Delhi,1867,4/12/2013,Cancelled,STU,2
Delhi,1868,4/12/2013,Cancelled,STU,2
Delhi,1877,3/23/2013,Confirmed,STU,3
Delhi,1878,3/23/2013,Confirmed,STU,3
Delhi,1879,1/2/2013,Confirmed,1BR,3
Delhi,1880,1/2/2013,Confirmed,HU,3
Delhi,1883,4/6/2013,Cancelled,STU,2
Delhi,1884,4/6/2013,Cancelled,STU,2
Delhi,1897,4/8/2013,Confirmed,STU,3
Delhi,1898,4/8/2013,Confirmed,STU,3
Delhi,1900,2/9/2013,Cancelled,1BR,3
Delhi,1906,1/5/2013,Confirmed,HU,1
Delhi,1907,1/5/2013,Confirmed,HU,1
Delhi,1909,2/4/2013,Confirmed,STU,3
Delhi,1910,2/4/2013,Confirmed,STU,3
Delhi,1912,4/30/2013,Cancelled,1BR,3
Delhi,1913,1/5/2013,Confirmed,1BR,6
Delhi,1914,1/5/2013,Confirmed,1BR,6
Delhi,1917,2/2/2013,Cancelled,1BR,4
Delhi,1918,2/2/2013,Cancelled,STU,4
Delhi,1919,1/5/2013,Confirmed,1BR,4
Delhi,1920,1/12/2013,Confirmed,1BR,3
Delhi,1927,4/24/2013,Confirmed,1BR,4
Delhi,1935,1/5/2013,Confirmed,STU,2
Delhi,1936,1/5/2013,Confirmed,STU,2
Delhi,1937,1/5/2013,Confirmed,STU,2
Delhi,1938,2/4/2013,Cancelled,STU,2
Delhi,1946,4/11/2013,Confirmed,1BR,4
Delhi,1949,4/7/2013,Confirmed,1BR,3
Delhi,1965,4/28/2013,Confirmed,STU,3
Delhi,1973,2/14/2013,Confirmed,STU,2
Delhi,1975,2/14/2013,Confirmed,STU,2
Delhi,1976,2/14/2013,Confirmed,STU,2
Delhi,1986,3/24/2013,Confirmed,STU,3
Delhi,1988,3/16/2013,Cancelled,1BR,5
Delhi,1990,1/23/2013,Cancelled,1BR,3
Delhi,1994,4/7/2013,Confirmed,1BR,5
Delhi,1995,1/3/2013,Confirmed,STU,3
Delhi,1997,3/17/2013,Cancelled,STU,2
Delhi,1999,3/16/2013,Confirmed,STU,2
Delhi,2002,3/5/2013,Cancelled,STU,5
Delhi,2003,3/5/2013,Cancelled,STU,5
Delhi,2004,3/5/2013,Cancelled,STU,5
Delhi,2009,2/10/2013,Cancelled,1BR,4
Delhi,2011,4/24/2013,Confirmed,1BR,4
Delhi,2016,4/24/2013,Cancelled,STU,4
Delhi,2018,3/28/2013,Cancelled,STU,3
Delhi,2022,3/15/2013,Cancelled,1BR,3
Delhi,2024,4/10/2013,Cancelled,STU,4
Delhi,2036,4/7/2013,Confirmed,STU,3
Delhi,2037,4/7/2013,Confirmed,STU,3
Delhi,2043,4/6/2013,Cancelled,1BR,2
Delhi,2044,1/5/2013,Confirmed,STU,4
Delhi,2049,2/23/2013,Confirmed,STU,2
Delhi,2051,1/12/2013,Confirmed,STU,2
Delhi,2060,2/7/2013,Cancelled,1BR,3
Delhi,2061,1/5/2013,Cancelled,1BR,7
Delhi,2062,3/28/2013,Cancelled,1BR,3
Delhi,2066,4/28/2013,Confirmed,STU,2
Delhi,2067,4/28/2013,Confirmed,STU,2
Delhi,2070,4/29/2013,Confirmed,1BR,3
Delhi,2073,1/3/2013,Confirmed,STU,3
Delhi,2074,1/3/2013,Confirmed,STU,3
Delhi,2075,1/6/2013,Confirmed,STU,3
Delhi,2076,1/6/2013,Confirmed,STU,3
Delhi,2077,1/5/2013,Cancelled,1BR,3
Delhi,2079,1/28/2013,Cancelled,STU,3
Delhi,2080,1/28/2013,Cancelled,STU,3
Delhi,2082,1/1/2013,Cancelled,HU,1
Delhi,2083,1/1/2013,Cancelled,HU,1
Delhi,2089,4/11/2013,Cancelled,1BR,2
Delhi,2090,4/11/2013,Cancelled,1BR,2
Delhi,2093,2/9/2013,Confirmed,STU,2
Delhi,2097,4/11/2013,Confirmed,1BR,2
Delhi,2100,2/18/2013,Cancelled,1BR,3
Delhi,2104,1/5/2013,Cancelled,1BR,5
Delhi,2105,1/14/2013,Confirmed,1BR,3
Delhi,2106,1/15/2013,Confirmed,STU,3
Delhi,2114,1/1/2013,Cancelled,1BR,3
Delhi,2115,1/15/2013,Confirmed,STU,3
Delhi,2116,1/15/2013,Confirmed,STU,3
Delhi,2117,3/24/2013,Cancelled,1BR,3
Delhi,2120,1/12/2013,Confirmed,STU,7
Delhi,2121,4/6/2013,Cancelled,STU,2
Delhi,2124,1/19/2013,Cancelled,STU,2
Delhi,2125,1/19/2013,Cancelled,STU,2
Delhi,2126,1/5/2013,Cancelled,HU,3
Delhi,2132,2/21/2013,Confirmed,HU,3
Delhi,2133,1/5/2013,Confirmed,STU,3
Delhi,2134,1/5/2013,Confirmed,HU,3
Delhi,2135,3/22/2013,Confirmed,1BR,3
Delhi,2136,2/4/2013,Confirmed,STU,3
Delhi,2137,2/4/2013,Confirmed,STU,3
Delhi,2138,2/4/2013,Confirmed,STU,3
Delhi,2145,2/14/2013,Cancelled,1BR,3
Delhi,2146,1/19/2013,Confirmed,1BR,3
Delhi,2150,1/15/2013,Cancelled,1BR,3
Delhi,2151,1/15/2013,Cancelled,HU,3
Delhi,2152,1/15/2013,Cancelled,HU,3
Delhi,2153,1/15/2013,Cancelled,HU,3
Delhi,2154,1/15/2013,Cancelled,HU,3
Delhi,2155,1/15/2013,Cancelled,1BR,3
Delhi,2157,3/18/2013,Cancelled,HU,3
Delhi,2158,3/18/2013,Cancelled,HU,3
Delhi,2159,3/18/2013,Cancelled,HU,3
Delhi,2160,1/2/2013,Cancelled,STU,3
Delhi,2161,1/2/2013,Cancelled,HU,3
Delhi,2162,2/17/2013,Confirmed,1BR,2
Delhi,2163,3/15/2013,Confirmed,1BR,3
Delhi,2165,4/26/2013,Confirmed,STU,5
Delhi,2166,1/22/2013,Confirmed,STU,4
Delhi,2169,1/1/2013,Cancelled,HU,3
Delhi,2170,1/1/2013,Cancelled,HU,3
Delhi,2174,1/2/2013,Confirmed,1BR,2
Delhi,2175,4/25/2013,Confirmed,STU,2
Delhi,2176,4/25/2013,Confirmed,STU,2
Delhi,2177,1/11/2013,Confirmed,1BR,3
Delhi,2185,1/6/2013,Confirmed,HU,3
Delhi,2186,1/6/2013,Confirmed,HU,3
Delhi,2187,1/6/2013,Confirmed,STU,3
Delhi,2188,4/21/2013,Cancelled,1BR,6
Delhi,2190,3/16/2013,Confirmed,1BR,5
Delhi,2191,1/14/2013,Confirmed,HU,4
Delhi,2192,1/12/2013,Confirmed,STU,4
Delhi,2193,1/15/2013,Confirmed,STU,4
Delhi,2194,4/13/2013,Confirmed,1BR,4
Delhi,2198,1/1/2013,Confirmed,HU,3
Delhi,2199,1/1/2013,Confirmed,HU,3
Delhi,2200,4/28/2013,Cancelled,1BR,5
Delhi,2201,1/7/2013,Cancelled,STU,3
Delhi,2202,3/26/2013,Confirmed,1BR,2
Delhi,2203,3/23/2013,Cancelled,HU,5
Delhi,2204,3/23/2013,Cancelled,HU,5
Delhi,2205,4/11/2013,Confirmed,1BR,2
Delhi,2206,4/11/2013,Confirmed,1BR,2
Delhi,2208,4/21/2013,Cancelled,1BR,3
Delhi,2209,3/22/2013,Cancelled,1BR,4
Delhi,2210,3/22/2013,Cancelled,1BR,4
Delhi,2212,4/23/2013,Confirmed,STU,4
Delhi,2213,4/10/2013,Confirmed,STU,2
Delhi,2214,4/10/2013,Confirmed,STU,2
Delhi,2215,1/18/2013,Cancelled,STU,3
Delhi,2216,4/7/2013,Cancelled,1BR,5
Delhi,2217,3/23/2013,Confirmed,STU,3
Delhi,2219,1/3/2013,Confirmed,1BR,3
Delhi,2220,4/21/2013,Cancelled,1BR,7
Delhi,2221,1/5/2013,Confirmed,STU,3
Delhi,2228,1/5/2013,Cancelled,HU,3
Delhi,2229,1/6/2013,Cancelled,1BR,3
Delhi,2230,3/5/2013,Confirmed,1BR,4
Delhi,2231,3/5/2013,Confirmed,1BR,4
Delhi,2232,1/7/2013,Cancelled,1BR,3
Delhi,2234,2/2/2013,Cancelled,STU,3
Delhi,2235,2/2/2013,Confirmed,STU,3
Delhi,2236,2/2/2013,Confirmed,STU,3
Delhi,2237,5/11/2013,Confirmed,1BR,4
Delhi,2238,5/4/2013,Confirmed,STU,4
Delhi,2239,5/4/2013,Confirmed,STU,4
Delhi,2240,5/11/2013,Confirmed,1BR,4
Delhi,2241,5/5/2013,Cancelled,1BR,3
Delhi,2242,5/9/2013,Confirmed,STU,3
Delhi,2243,5/2/2013,Cancelled,1BR,3
Delhi,2244,5/11/2013,Cancelled,1BR,3
Delhi,2245,5/11/2013,Confirmed,STU,4
Delhi,2246,5/4/2013,Cancelled,STU,3
Delhi,2247,5/4/2013,Cancelled,STU,3
Delhi,2248,5/5/2013,Cancelled,STU,3
Delhi,2249,5/11/2013,Confirmed,1BR,6
Delhi,2250,5/10/2013,Cancelled,STU,3
Delhi,2251,5/11/2013,Confirmed,1BR,3
Delhi,2252,5/29/2013,Confirmed,1BR,3
Delhi,2253,4/10/2013,Cancelled,1BR,3
Delhi,2254,3/7/2013,Cancelled,1BR,2
Delhi,2255,5/29/2013,Confirmed,1BR,3
Delhi,2256,5/4/2013,Cancelled,1BR,3
Delhi,2257,5/28/2013,Confirmed,1BR,3
Delhi,2258,5/28/2013,Confirmed,1BR,3
Delhi,2259,5/10/2013,Cancelled,1BR,13
Delhi,2260,5/4/2013,Confirmed,1BR,3
Delhi,2261,4/20/2013,Cancelled,HU,4
Delhi,2262,4/20/2013,Cancelled,HU,4
Delhi,2263,5/8/2013,Confirmed,1BR,3
Delhi,2264,5/5/2013,No Show,HU,3
Delhi,2265,5/5/2013,No Show,HU,3
Delhi,2266,5/5/2013,No Show,HU,3
Delhi,2267,3/27/2013,Cancelled,1BR,4
Delhi,2268,5/4/2013,Confirmed,STU,3
Delhi,2269,5/9/2013,Confirmed,STU,3
Delhi,2270,3/27/2013,Cancelled,1BR,4
Delhi,2271,5/9/2013,Confirmed,1BR,3
Delhi,2272,5/23/2013,Confirmed,HU,4
Delhi,2273,5/23/2013,Confirmed,HU,4
Delhi,2274,5/23/2013,Confirmed,HU,4
Delhi,2275,5/4/2013,Cancelled,STU,3
Delhi,2276,5/10/2013,Confirmed,1BR,4
Delhi,2277,5/8/2013,Cancelled,STU,3
Delhi,2278,5/13/2013,Cancelled,STU,4
Delhi,2279,5/15/2013,Cancelled,HU,3
Delhi,2280,5/15/2013,Cancelled,HU,3
Delhi,2281,5/4/2013,Confirmed,1BR,3
Delhi,2285,5/20/2013,Confirmed,1BR,5
Delhi,2286,3/27/2013,Cancelled,1BR,4
Delhi,2287,5/4/2013,Confirmed,1BR,3
Delhi,2288,5/4/2013,Confirmed,STU,3
Delhi,2291,5/28/2013,Confirmed,1BR,3
Delhi,2292,1/7/2013,Confirmed,1BR,3
Delhi,2293,5/7/2013,Cancelled,STU,4
Delhi,2294,5/7/2013,Cancelled,STU,4
Delhi,2295,5/7/2013,Cancelled,HU,4
Delhi,2296,5/8/2013,Cancelled,HU,3
Delhi,2297,5/8/2013,Cancelled,HU,3
Delhi,2299,5/21/2013,Cancelled,STU,3
Delhi,2300,5/21/2013,Cancelled,STU,3
Delhi,2301,5/18/2013,Cancelled,STU,3
Delhi,2302,4/28/2013,No Show,STU,3
Delhi,2303,5/19/2013,Cancelled,STU,6
Delhi,2304,5/4/2013,Cancelled,STU,2
Delhi,2305,5/1/2013,Cancelled,STU,4
Delhi,2306,5/11/2013,Confirmed,1BR,5
Delhi,2307,1/18/2013,Confirmed,STU,3
Delhi,2308,5/3/2013,Cancelled,STU,3
Delhi,2310,5/8/2013,Confirmed,1BR,3
Delhi,2311,5/11/2013,Confirmed,1BR,4
Delhi,2312,5/18/2013,Cancelled,STU,3
Delhi,2313,5/18/2013,Cancelled,STU,3
Delhi,2314,5/24/2013,Cancelled,1BR,3
Delhi,2315,5/1/2013,Confirmed,STU,3
Delhi,2316,2/9/2013,Confirmed,1BR,4
Delhi,2318,2/3/2013,Cancelled,1BR,3
Delhi,2319,1/28/2013,Confirmed,STU,3
Delhi,2320,1/27/2013,Confirmed,1BR,3
Delhi,2321,5/5/2013,Cancelled,1BR,3
Delhi,2322,3/22/2013,Confirmed,1BR,2
Delhi,2323,3/22/2013,Confirmed,STU,2
Delhi,2324,5/2/2013,Confirmed,STU,3
Delhi,2325,5/7/2013,Confirmed,STU,3
Delhi,2326,5/3/2013,Cancelled,STU,4
Delhi,2327,5/3/2013,Cancelled,STU,4
Delhi,2328,1/16/2013,Cancelled,STU,2
Delhi,2329,5/18/2013,Confirmed,HU,1
Delhi,2330,5/18/2013,Confirmed,HU,1
